id,name,irish_name,county,country,eircode,grid_reference,easting,northing,latitude,longitude,postal_town,local_government_area,province,nuts3_region,type
1147,Ardaganny,,Donegal,Republic of Ireland,F92,C169079,216933,407937,54.91878,-7.73669,Letterkenny,Donegal County Council,Ulster,Border,Townland
1148,Ardagawna,,Roscommon,Republic of Ireland,N37,M991402,199128,240238,53.41250,-8.01385,Athlone,Roscommon County Council,Connacht,West,Townland
1149,Ardagh,Ardach,Cork,Republic of Ireland,P81,W021289,102195,28917,51.50504,-9.40933,Skibbereen,Cork County Council,Munster,South-West,Townland
1150,Ardagh,Ardach,Cork,Republic of Ireland,P75,V726440,72683,44097,51.63553,-9.83966,Bantry,Cork County Council,Munster,South-West,Townland
1151,Ardagh,Ardach,Cork,Republic of Ireland,P56,R461157,146108,115791,52.29161,-8.79055,Charleville,Cork County Council,Munster,South-West,Townland
1152,Ardagh,,Donegal,Republic of Ireland,F93,C380489,238085,448996,55.28640,-7.40136,Lifford,Donegal County Council,Ulster,Border,Townland
1153,Ardagh,Ardach,Galway,Republic of Ireland,H71,L666484,66610,248449,53.46939,-10.00946,Clifden,Galway County Council,Connacht,West,Townland
1154,Ardagh,Ardach,Galway,Republic of Ireland,F45,M681676,168100,267629,53.65763,-8.48323,Castlerea,Galway County Council,Connacht,West,Townland
1155,Ardagh,Ardach,Kerry,Republic of Ireland,V92,Q820342,82016,134278,52.44765,-9.73603,Tralee,Kerry County Council,Munster,South-West,Townland
1156,Ardagh,,Kerry,Republic of Ireland,V93,V948966,94870,96697,52.11267,-9.53534,Killarney,Kerry County Council,Munster,South-West,Townland
1157,Ardagh,Ardach,Leitrim,Republic of Ireland,N41,H117068,211735,306871,54.01103,-7.82175,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
1158,Ardagh,Ardach Mhic Giolla Bhroide,Leitrim,Republic of Ireland,F91,G907505,190711,350566,54.40362,-8.14377,Sligo,Leitrim County Council,Connacht,Border,Townland
1159,Ardagh,Ardach,Limerick,Republic of Ireland,V42,R273386,127381,138663,52.49496,-9.06993,Newcastle West,Limerick City And County Council,Munster,Mid-West,Townland
1160,Ardagh,Ardach,Limerick,Republic of Ireland,V42,R278385,127801,138564,52.49412,-9.06372,Newcastle West,Limerick City And County Council,Munster,Mid-West,Town/Village
1161,Ardagh,Ardach,Louth,Republic of Ireland,A92,O014771,301405,277164,53.73442,-6.46413,Drogheda,Louth County Council,Leinster,Border,Townland
1162,Ardagh,Ardach,Mayo,Republic of Ireland,F26,G195171,119521,317170,54.09740,-9.23087,Ballina,Mayo County Council,Connacht,West,Townland
1163,Ardagh,Ardach,Mayo,Republic of Ireland,F28,L940945,94010,294587,53.88998,-9.61280,Westport,Mayo County Council,Connacht,West,Townland
1164,Ardagh,Ardach,Meath,Republic of Ireland,A82,N831952,283130,295206,53.89970,-6.73610,Kells,Meath County Council,Leinster,Mid-East,Townland
1165,Ardagh,,Roscommon,Republic of Ireland,F45,M780921,178014,292114,53.87812,-8.33503,Castlerea,Roscommon County Council,Connacht,West,Townland
1166,Ardagh,,Sligo,Republic of Ireland,F52,G760189,176071,318922,54.11887,-8.36667,Boyle,Sligo County Council,Connacht,Border,Townland
1167,Ardagh Demesne,Diméin Ardach,Longford,Republic of Ireland,N39,N202690,220231,269006,53.67058,-7.69464,Longford,Longford County Council,Leinster,Midland,Townland
1168,Ardagh East,Ardach Thoir,Cork,Republic of Ireland,P85,W277376,127747,37664,51.58749,-9.04321,Clonakilty,Cork County Council,Munster,South-West,Townland
1169,Ardagh North,Ardach Thuaidh,Cork,Republic of Ireland,P81,W080288,108073,28889,51.50578,-9.32469,Skibbereen,Cork County Council,Munster,South-West,Townland
1170,Ardagh South,Ardach Theas,Cork,Republic of Ireland,P81,W076279,107695,27934,51.49713,-9.32988,Skibbereen,Cork County Council,Munster,South-West,Townland
1171,Ardagh West,Ardach Thiar,Cork,Republic of Ireland,P85,W278369,127870,36995,51.58149,-9.04129,Clonakilty,Cork County Council,Munster,South-West,Townland
1172,Ardaghy,Ardachadh,Louth,Republic of Ireland,A91,J118164,311885,316412,54.08474,-6.29106,Dundalk,Louth County Council,Leinster,Border,Townland
1173,Ardaghy,Ardachadh,Monaghan,Republic of Ireland,H18,H714301,271405,330167,54.21548,-6.90621,Monaghan,Monaghan County Council,Ulster,Border,Townland
1174,Ardaghy Glebe,Ardachadh,Donegal,Republic of Ireland,F94,G811788,181192,378855,54.65748,-8.29216,Donegal,Donegal County Council,Ulster,Border,Townland
1175,Ardaghy Kill,Ardachadh na Coille,Monaghan,Republic of Ireland,H18,H659308,265915,330829,54.22216,-6.99021,Monaghan,Monaghan County Council,Ulster,Border,Townland
1176,Ardagilla,Ard an Ghiolla,Cork,Republic of Ireland,P81,W119289,111950,28956,51.50700,-9.26888,Skibbereen,Cork County Council,Munster,South-West,Townland
1177,Ardagullion,Ard an Chuilinn,Longford,Republic of Ireland,N39,N305760,230581,276023,53.73312,-7.53736,Longford,Longford County Council,Leinster,Midland,Townland
1178,Ardahee,,Donegal,Republic of Ireland,F92,C129091,212933,409137,54.92968,-7.79902,Letterkenny,Donegal County Council,Ulster,Border,Townland
1179,Ardahill,Ard an Choill,Cork,Republic of Ireland,P75,V812382,81286,38287,51.58521,-9.71350,Bantry,Cork County Council,Munster,South-West,Townland
1180,Ardakillin,,Roscommon,Republic of Ireland,F42,M877790,187794,279063,53.76118,-8.18581,Roscommon,Roscommon County Council,Connacht,West,Townland
1181,Ardakip Beg,Ard an Chip Beag,Leitrim,Republic of Ireland,F91,G802305,180245,330585,54.22382,-8.30361,Sligo,Leitrim County Council,Connacht,Border,Townland
1182,Ardakip More,Ard an Chip Mór,Leitrim,Republic of Ireland,F91,G798300,179831,330081,54.21928,-8.30993,Sligo,Leitrim County Council,Connacht,Border,Townland
1183,Ardaloo,Ard Lú,Kilkenny,Republic of Ireland,R95,S468628,246860,162891,52.71548,-7.30734,Kilkenny,Kilkenny County Council,Leinster,South-East,Townland
1184,Ardamadane,Ard Amadáin,Cork,Republic of Ireland,T23,W609774,160987,77461,51.94842,-8.56812,Cork - Blarney,Cork County Council,Munster,South-West,Townland
1185,Ardamagh,Ard Macha,Cavan,Republic of Ireland,H12,H465128,246515,312814,54.06246,-7.29037,Cavan,Cavan County Council,Ulster,Border,Townland
1186,Ardamore,Arda Mór,Kerry,Republic of Ireland,V92,Q380082,38070,108259,52.20279,-10.36934,Tralee,Kerry County Council,Munster,South-West,Townland
1187,Ardamullivan,Ard Mhaolabháin,Galway,Republic of Ireland,H91,R443956,144367,195627,53.00878,-8.82952,Galway,Galway County Council,Connacht,West,Townland
1188,Ardan,An tArdán,Cavan,Republic of Ireland,H14,H359124,235961,312449,54.06002,-7.45158,Belturbet,Cavan County Council,Ulster,Border,Townland
1189,Ardan,An tArdán,Offaly,Republic of Ireland,R35,N336276,233640,227666,53.29848,-7.49620,Tullamore,Offaly County Council,Leinster,Midland,Townland
1190,Ardan,,Westmeath,Republic of Ireland,N91,N371340,237104,234013,53.35527,-7.44351,Mullingar,Westmeath County Council,Leinster,Midland,Townland
1191,Ardanaffrin,,Roscommon,Republic of Ireland,N41,M981965,198104,296540,53.91835,-8.02959,Carrick-On-Shannon,Roscommon County Council,Connacht,West,Townland
1192,Ardanairy,Ard an Fhéaraigh,Wicklow,Republic of Ireland,A67,T297807,329712,180779,52.86263,-6.07476,Wicklow,Wicklow County Council,Leinster,Mid-East,Townland
1193,Ardane,An tArdán,Galway,Republic of Ireland,H53,M786129,178642,212953,53.16692,-8.32009,Ballinasloe,Galway County Council,Connacht,West,Townland
1194,Ardane,An tArdán,Tipperary,Republic of Ireland,E34,R944273,194449,127343,52.39804,-8.08227,Tipperary,Tipperary County Council,Munster,South-East,Townland
1195,Ardaneanig,Ard an Aonaigh,Kerry,Republic of Ireland,V93,W013900,101317,90057,52.05421,-9.43935,Killarney,Kerry County Council,Munster,South-West,Townland
1196,Ardaneer,Ard Inbhir,Limerick,Republic of Ireland,V94,R263506,126353,150666,52.60266,-9.08772,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
1197,Ardaneneen,Ard na nIníon,Cork,Republic of Ireland,P12,W338663,133894,66320,51.84574,-8.95996,Macroom,Cork County Council,Munster,South-West,Townland
1198,Ardanenig,Ard an Aonaigh,Cork,Republic of Ireland,P75,V843402,84390,40267,51.60364,-9.66938,Bantry,Cork County Council,Munster,South-West,Townland
1199,Ardanew,,Meath,Republic of Ireland,A83,N744486,274409,248627,53.48262,-6.87991,Enfield,Meath County Council,Leinster,Mid-East,Townland
1200,Ardanragh,Ard Anraidh,Longford,Republic of Ireland,N39,N247623,224754,262383,53.61089,-7.62674,Longford,Longford County Council,Leinster,Midland,Townland
1201,Ardanreagh,An tArdán Riabhach,Limerick,Republic of Ireland,V35,R629389,162963,138938,52.50101,-8.54611,Kilmallock,Limerick City And County Council,Munster,Mid-West,Townland
1202,Ardaprior,Ard an Phrióra,Cork,Republic of Ireland,P51,R469088,146955,108887,52.22965,-8.77705,Mallow,Cork County Council,Munster,South-West,Townland
1203,Ardara,Ard an Rátha,Donegal,Republic of Ireland,F94,G736911,173627,391153,54.76761,-8.41049,Donegal,Donegal County Council,Ulster,Border,Townland
1204,Ardara,Ard an Rátha,Donegal,Republic of Ireland,F94,G737911,173704,391101,54.76714,-8.40929,Donegal,Donegal County Council,Ulster,Border,Town/Village
1205,Ardaragh East,Ard Rátha Thoir,Cork,Republic of Ireland,P75,V756445,75645,44595,51.64066,-9.79707,Bantry,Cork County Council,Munster,South-West,Townland
1206,Ardaragh West,Ard Rátha Thiar,Cork,Republic of Ireland,P75,V750438,75089,43817,51.63355,-9.80482,Bantry,Cork County Council,Munster,South-West,Townland
1207,Ardaravan,Ard Rámhann,Donegal,Republic of Ireland,F93,C351319,235184,431941,55.13344,-7.44914,Lifford,Donegal County Council,Ulster,Border,Townland
1208,Ardarawer,,Donegal,Republic of Ireland,F92,C192135,219224,413535,54.96898,-7.70059,Letterkenny,Donegal County Council,Ulster,Border,Townland
1209,Ardardagh,,Cavan,Republic of Ireland,H12,H528016,252854,301628,53.96136,-7.19551,Cavan,Cavan County Council,Ulster,Border,Townland
1210,Ardarostig,Ard an Róistigh,Cork,Republic of Ireland,T12,W633685,163364,68583,51.86880,-8.53260,Cork - Ballinhassig,Cork County Council,Munster,South-West,Townland
1211,Ardarou,Ard an Rabhaidh,Cork,Republic of Ireland,T56,W712903,171250,90368,52.06504,-8.41995,Cork - Watergrasshill,Cork County Council,Munster,South-West,Townland
1212,Ardarragh,An Ardshraith,Cavan,Republic of Ireland,H12,H315047,231543,304739,53.99105,-7.51985,Cavan,Cavan County Council,Ulster,Border,Townland
1213,Ardarrig,Ard Dearg,Cork,Republic of Ireland,T12,W700687,170036,68729,51.87051,-8.43576,Cork - Ballinhassig,Cork County Council,Munster,South-West,Townland
1214,Ardass,,Roscommon,Republic of Ireland,F45,M706800,170668,280098,53.76980,-8.44558,Castlerea,Roscommon County Council,Connacht,West,Townland
1215,Ardataggle,Ard an tSeagail,Clare,Republic of Ireland,V94,R636671,163692,167171,52.75475,-8.53848,Limerick,Clare County Council,Munster,Mid-West,Townland
1216,Ardatedaun,,Kerry,Republic of Ireland,V93,Q844066,84400,106678,52.20024,-9.69150,Killarney,Kerry County Council,Munster,South-West,Townland
1217,Ardateggle,,Laois,Republic of Ireland,R93,S641763,264136,176353,52.83466,-7.04909,Carlow,Laois County Council,Leinster,Midland,Townland
1218,Ardatowel,,Donegal,Republic of Ireland,F94,G987834,198765,383492,54.69948,-8.01990,Donegal,Donegal County Council,Ulster,Border,Townland
1219,Ardattin,Ard Aitinn,Carlow,Republic of Ireland,R93,S871681,287173,168156,52.75780,-6.70953,Carlow,Carlow County Council,Leinster,South-East,Townland
1220,Ardattin,Ard Aitinn,Carlow,Republic of Ireland,R93,S874678,287406,167852,52.75503,-6.70616,Carlow,Carlow County Council,Leinster,South-East,Town/Village
1221,Ardaturr,Ard an Toir,Donegal,Republic of Ireland,F92,C035158,203559,415874,54.99035,-7.94515,Letterkenny,Donegal County Council,Ulster,Border,Townland
1222,Ardaturrish Beg,Ard an Turais Beag,Cork,Republic of Ireland,P75,V962541,96247,54175,51.73091,-9.50244,Bantry,Cork County Council,Munster,South-West,Townland
1223,Ardaturrish More,Ard an Turais Mór,Cork,Republic of Ireland,P75,V969535,96968,53598,51.72586,-9.49184,Bantry,Cork County Council,Munster,South-West,Townland
1224,Ardaturr Mountain,,Donegal,Republic of Ireland,F92,C012153,201277,415398,54.98609,-7.98080,Letterkenny,Donegal County Council,Ulster,Border,Townland
1225,Ardaun,Na hArdáin,Galway,Republic of Ireland,H91,M358264,135871,226461,53.28484,-8.96224,Galway,Galway County Council,Connacht,West,Townland
1226,Ardaun East,An tArdán Thoir,Galway,Republic of Ireland,F12,M109538,110974,253869,53.52743,-9.34318,Claremorris,Galway County Council,Connacht,West,Townland
1227,Ardaun West,An tArdán Thiar,Galway,Republic of Ireland,F12,M102540,110253,254091,53.52930,-9.35411,Claremorris,Galway County Council,Connacht,West,Townland
1228,Ardavagga,Ard an Mhagaidh,Offaly,Republic of Ireland,R42,S048945,204804,194527,53.00175,-7.92917,Birr,Offaly County Council,Leinster,Midland,Townland
1229,Ardavullane,Ard an Bhalláin,Tipperary,Republic of Ireland,E34,R843316,184380,131652,52.43656,-8.23040,Tipperary,Tipperary County Council,Munster,South-East,Townland
1230,Ardawarry,Ard an Bharraigh,Galway,Republic of Ireland,H54,M491477,149169,247727,53.47733,-8.76631,Tuam,Galway County Council,Connacht,West,Townland
1231,Ardballan,Ard Bálan,Louth,Republic of Ireland,A92,O108900,310802,290028,53.84803,-6.31718,Drogheda,Louth County Council,Leinster,Border,Townland
1232,Ardballymore,,Westmeath,Republic of Ireland,N91,N301353,230196,235390,53.36809,-7.54713,Mullingar,Westmeath County Council,Leinster,Midland,Townland
1233,Ardbane,An tArd Bán,Donegal,Republic of Ireland,F94,G902855,190269,385546,54.71784,-8.15174,Donegal,Donegal County Council,Ulster,Border,Townland
1234,Ardbane,An tArd Bán,Donegal,Republic of Ireland,F92,C092407,209204,440786,55.21404,-7.85616,Letterkenny,Donegal County Council,Ulster,Border,Townland
1235,Ardbane,An tArd Bán,Tipperary,Republic of Ireland,E32,S356292,235618,129244,52.41399,-7.47728,Carrick-On-Suir,Tipperary County Council,Munster,South-East,Townland
1236,Ardbash,Ard Bhais,Offaly,Republic of Ireland,R45,N600308,260046,230873,53.32495,-7.09960,Edenderry,Offaly County Council,Leinster,Midland,Townland
1237,Ardbaun,An tArd Bán,Tipperary,Republic of Ireland,E41,S114606,211449,160630,52.69707,-7.83139,Thurles,Tipperary County Council,Munster,Mid-West,Townland
1238,Ardbear,Aird Bhéarra,Galway,Republic of Ireland,H71,L653499,65350,249913,53.48221,-10.02905,Clifden,Galway County Council,Connacht,West,Townland
1239,Ardbearn,,Carlow,Republic of Ireland,R93,S801697,280152,169798,52.77363,-6.81311,Carlow,Carlow County Council,Leinster,South-East,Townland
1240,Ardbearn And Torman,,Carlow,Republic of Ireland,R93,S813683,281306,168332,52.76029,-6.79637,Carlow,Carlow County Council,Leinster,South-East,Townland
1241,Ardbeg,An Ard Bheag,Kerry,Republic of Ireland,V92,Q586126,58678,112671,52.24807,-10.06997,Tralee,Kerry County Council,Munster,South-West,Townland
1242,Ardbeg,An tArd Beag,Kilkenny,Republic of Ireland,X91,S623203,262332,120332,52.33152,-7.08638,Waterford,Kilkenny County Council,Leinster,South-East,Townland
1243,Ardberreen,Ard Beirín,Galway,Republic of Ireland,H53,M769197,176996,219737,53.22780,-8.34518,Ballinasloe,Galway County Council,Connacht,West,Townland
1244,Ardboghil,Ard Bachaille,Longford,Republic of Ireland,N39,N243691,224306,269107,53.67131,-7.63299,Longford,Longford County Council,Leinster,Midland,Townland
1245,Ardbohil,Ard Bhuachaill,Limerick,Republic of Ireland,V42,R336394,133634,139462,52.50294,-8.97803,Newcastle West,Limerick City And County Council,Munster,Mid-West,Townland
1246,Ardboley North,An Ardbhuaile Thuaidh,Mayo,Republic of Ireland,F23,M259834,125945,283404,53.79506,-9.12452,Castlebar,Mayo County Council,Connacht,West,Townland
1247,Ardboley South,An Ardbhuaile Theas,Mayo,Republic of Ireland,F23,M259825,125934,282554,53.78743,-9.12448,Castlebar,Mayo County Council,Connacht,West,Townland
1248,Ardbolies,An Ardbhuailidh,Louth,Republic of Ireland,A92,O115861,311539,286142,53.81298,-6.30739,Drogheda,Louth County Council,Leinster,Border,Townland
1249,Ardbooly Lower,Ard Bhuaile Íochtarach,Clare,Republic of Ireland,V95,R479832,147915,183262,52.89803,-8.77469,Ennis,Clare County Council,Munster,Mid-West,Townland
1250,Ardbooly Upper,Ard Bhuaile Uachtarach,Clare,Republic of Ireland,V95,R475835,147502,183592,52.90096,-8.78088,Ennis,Clare County Council,Munster,Mid-West,Townland
1251,Ardborra,,Westmeath,Republic of Ireland,N37,N176469,217645,246989,53.47286,-7.73502,Athlone,Westmeath County Council,Leinster,Midland,Townland
1252,Ardboy,An tArd Buí,Kilkenny,Republic of Ireland,R95,S473568,247316,156866,52.66130,-7.30145,Kilkenny,Kilkenny County Council,Leinster,South-East,Townland
1253,Ardbraccan,Ard Breacáin,Meath,Republic of Ireland,C15,N822678,282270,267830,53.65394,-6.75648,Navan,Meath County Council,Leinster,Mid-East,Townland
1254,Ardbrack,An tArd Breac,Cork,Republic of Ireland,P17,W649504,164998,50498,51.70637,-8.50706,Kinsale,Cork County Council,Munster,South-West,Townland
1255,Ardbrackan,,Meath,Republic of Ireland,C15,N850554,285002,255476,53.54254,-6.71852,Navan,Meath County Council,Leinster,Mid-East,Townland
1256,Ardbrennan,,Westmeath,Republic of Ireland,N91,N273492,227352,249249,53.49276,-7.58864,Mullingar,Westmeath County Council,Leinster,Midland,Townland
1257,Ardbuckan,,Westmeath,Republic of Ireland,N37,N178463,217810,246322,53.46686,-7.73257,Athlone,Westmeath County Council,Leinster,Midland,Townland
1258,Ardcahan,Ard Ceachan,Cork,Republic of Ireland,P47,W250566,125085,56647,51.75772,-9.08567,Cork - Dunmanway,Cork County Council,Munster,South-West,Townland
1259,Ardcalf,,Meath,Republic of Ireland,C15,N937779,293772,277931,53.74274,-6.57952,Navan,Meath County Council,Leinster,Mid-East,Townland
1260,Ardcanaght,Ard Cánachta,Kerry,Republic of Ireland,V93,Q812027,81261,102797,52.16471,-9.73603,Killarney,Kerry County Council,Munster,South-West,Townland
1261,Ardcandrisk,Ard Conrois,Wexford,Republic of Ireland,Y35,S990232,299098,123263,52.35245,-6.54635,Wexford,Wexford County Council,Leinster,South-East,Townland
1262,Ardcarn,Ard Carna,Roscommon,Republic of Ireland,F52,G865017,186519,301744,53.96492,-8.20614,Boyle,Roscommon County Council,Connacht,West,Townland
1263,Ardcarn,,Roscommon,Republic of Ireland,H53,M878284,187866,228447,53.30642,-8.18276,Ballinasloe,Roscommon County Council,Connacht,West,Townland
1264,Ardcarney,Ard Chearnaigh,Clare,Republic of Ireland,V95,R332831,133292,183109,52.89504,-8.99192,Ennis,Clare County Council,Munster,Mid-West,Townland
1265,Ardcath,Ard Cath,Meath,Republic of Ireland,A42,O065633,306503,263326,53.60913,-6.39165,Garristown,Meath County Council,Leinster,Mid-East,Townland
1266,Ardcavan,,Wexford,Republic of Ireland,Y35,T059239,305981,123996,52.35775,-6.44515,Wexford,Wexford County Council,Leinster,South-East,Townland
1267,Ardchamoyle,,Roscommon,Republic of Ireland,N41,M903989,190324,298966,53.94005,-8.14809,Carrick-On-Shannon,Roscommon County Council,Connacht,West,Townland
1268,Ardchicken,,Donegal,Republic of Ireland,F94,G925772,192580,377222,54.64310,-8.11568,Donegal,Donegal County Council,Ulster,Border,Townland
1269,Ardclogh,,Kildare,Republic of Ireland,W23,N949276,294981,227600,53.29045,-6.57645,Maynooth,Kildare County Council,Leinster,Mid-East,Townland
1270,Ardclone,Ardchluain,Kilkenny,Republic of Ireland,E32,S456211,245694,121119,52.34023,-7.33032,Carrick-On-Suir,Kilkenny County Council,Leinster,South-East,Townland
